number	title	author	language
11774	International Finance	Hartley Withers	English
1180	The Sportsman	Xenophon	English
1181	The Symposium	Xenophon	English
1182	Dope	Sax Rohmer	English
1183	The Return of Dr. Fu-Manchu	Sax Rohmer	English
1184	The Count of Monte Cristo	Alexandre Dumas, Pere	English
1185	History of the Conflict Between Religion and Science	John William Draper	English
1186	Poems	Alice Meynell	English
1187	War of the Classes	Jack London	English
1188	The Lair of the White Worm	Bram Stoker	English
1189	The Message	Honore de Balzac	English
11857	The Lay of Marie	Matilda Betham	English
11858	George Washington: Farmer	Paul Leland Haworth	English
11859	Isaac T. Hopper	L. Maria Child	English
11860	Black Beauty, Young Folks' Edition	Anna Sewell	English
11861	Radio Boys Cronies	Wayne Whipple and S. F. Aaron	English
11862	The Mirror of Literature, Amusement, and Instruction, Vol. 20,	Various	English
11863	The Mirror of Literature, Amusement, and Instruction, Vol. 20,	Various	English
11864	The Mirror of Literature, Amusement, and Instruction, Vol. 20,	Various	English
11865	The Mirror of Literature, Amusement, and Instruction, Vol. 20,	Various	English
11866	The Life and Most Surprising Adventures of Robinson Crusoe, of	Daniel Defoe	English
11867	The Alaskan	James Oliver Curwood	English
11868	Punch, or the London Charivari, Vol. 156, Feb. 5, 1919	Various	English
11869	Venetia	Benjamin Disraeli	English
11870	The Country of the Blind, And Other Stories	H. G. Wells	English
11871	The Mirror of Literature, Amusement, and Instruction, Vol. 19,	Various	English
11872	Punch, or the London Charivari, Vol. 156, April 23, 1919	Various	English
11873	A Holiday in the Happy Valley with Pen and Pencil	T. R. Swinburne	English
11874	Hodge and His Masters	Richard Jefferies	English
11875	The Blood Red Dawn	Charles Caldwell Dobie	English
11876	The Three Sisters	May Sinclair	English
11878	Three Plays	Padraic Colum	English
11879	Vaaralla	Teuvo Pakkala	Finnish
11880	Ronicky Doone	Max Brand	English
11881	The Shadow of the North	Joseph A. Altsheler	English
11882	Colonel Quaritch, V.C.	H. Rider Haggard	English
11883	Entertaining Made Easy	Emily Rose Burt	English
11884	Aenmerkinge op de Missive van Parnas	Anonymous	Dutch
11885	The Mirror of Literature, Amusement, and Instruction	Various	English
11886	The Mirror of Literature, Amusement, and Instruction	Various	English
11887	The Mirror of Literature, Amusement, and Instruction	Various	English
11888	The Mirror of Literature, Amusement, and Instruction	Various	English
11889	Clarissa, Volume 7	Samuel Richardson	English
11890	Comrades of the Saddle	Frank V. Webster	English
11891	Karkurit	Aleksis Kivi	Finnish
11892	Gardening for the Million	Alfred Pink	English
11893	Journal d'un sous-officier, 1870	Amedee Delorme	French
11894	Mahabharata of Krishna-Dwaipayana Vyasa Bk. 3 Pt. 1	Krishna-Dwaipayana Vyasa	English
11895	Peace Theories and the Balkan War	Norman Angell	English
11896	Citizen Bird	Mabel Osgood Wright and Elliott Coues	English
11897	On the Indian Sect of the Jainas	Johann George Buehler	English
11898	Seeing Europe with Famous Authors, Volume 4 (of 10)	Various	English
11899	Meetkundig Schoolboek	H. Sluijters	Dutch
11900	Elizabeth Visits America	Elinor Glyn	English
11901	Tommy and Grizel	J.M. Barrie	English
11902	A Peep into Toorkisthhan	Rollo Burslem	English
11903	The Mirror of Literature, Amusement, and Instruction, Vol. 20,	Various	English
11904	Ailsa Paige	Robert W. Chambers	English
11905	Sous les marronniers	Eugène Muller	French
11906	Four-Dimensional Vistas	Claude Fayette Bragdon	English
11907	Punch, or the London Charivari, Vol. 99, July 12, 1890	Various	English
11908	Punch, or the London Charivari, Vol. 156, March 19, 1919	Various	English
11909	Bob the Castaway	Frank V. Webster	English
11910	Punch, or the London Charivari, Vol. 153, Aug 8, 1917	Various	English
11911	The Silent Isle	Arthur Christopher Benson	English
11912	The Brown Study	Grace S. Richmond	English
11913	Mr. Meeson's Will	H. Rider Haggard	English
11914	Pakolaiset	Johannes Linnankoski	Finnish
11915	The Adventures of Mr. Mocker	Thornton W. Burgess	English
11916	Rakkautta	Maiju Lassila	Finnish
11917	The Story Of Ireland	Emily Lawless	English
11918	The Castle Inn	Stanley John Weyman	English
11919	Punch, or the London Charivari, Vol. 99, July 19, 1890	Various	English
1190	The Jolly Corner	Henry James	English
1191	The Double-Dealer	William Congreve	English
1192	The Old Bachelor	William Congreve	English
1194	The Adventures of Louis de Rougemont	Louis de Rougemont	English
1195	Glasses	Henry James	English
1196	The Purse	Honore de Balzac	English
1197	Taras Bulba and Other Tales	Nikolai Vasilievich Gogol	English
1198	Robbery Under Arms	Thomas Alexander Browne, AKA Rolf Boldrewood	English
11920	Slave Narratives: A Folk History of Slavery in the United States	Work Projects Administration	English
11921	The Illustrated London Reading Book	Various	English
11922	Minnesota; Its Character and Climate	Ledyard Bill	English
11923	Religion in Earnest	John Lyth	English
11924	The Loves of Krishna in Indian Painting and Poetry	W. G. Archer	English
11926	Washington in Domestic Life	Richard Rush	English
11927	Aventures du Capitaine Hatteras	Jules Verne	French
11928	Les douze nouvelles nouvelles	Arsene Houssaye	French
11929	Notes & Queries 1850.02.09	Various	English
11930	More Fables	George Ade	English
11931	The Mystery of Monastery Farm	H. R. Naylor	English
11932	The Mirror of Literature, Amusement, and Instruction, No. 576	Various	English
11933	A Narrative of a Nine Months' Residence in New Zealand in 1827	Augustus Earle	English
11934	Primitive Love and Love-Stories	Henry Theophilus Finck	English
11935	Mysticism in English Literature	Caroline F. E. Spurgeon	English
11936	The Wise Mamma Goose	Charlotte B. Herr	English
11937	The Symbolism of Freemasonry	Albert G. Mackey	English
11938	Folklore of the Santal Parganas	Cecil Henry Bompas	English
11939	Life's Enthusiasms	David Starr Jordan	English
11940	Seitsemän veljestä	Aleksis Kivi	Finnish
11941	The Winning of the West, Volume One	Theodore Roosevelt	English
11942	The Winning of the West, Volume Two	Theodore Roosevelt	English
11943	The Winning of the West, Volume Three	Theodore Roosevelt	English
11944	The Winning of the West, Volume Four	Theodore Roosevelt	English
11945	Essays of Schopenhauer	Arthur Schopenhauer	English
11946	La Tontine	Le Sage	English
11947	On the Edge of the War Zone	Mildred Aldrich	English
11948	The Principal Navigations, Voyages, Traffiques,	Richard Hakluyt	English and French
11949	Master Tales of Mystery, Volume 3	Collected and Arranged by Francis J. Reynolds	English
11950	Preliminary Report of the Commission Appointed by the University	The Seybert Commission	English
11951	A Popular History of France From The Earliest Times	Francois Pierre Guillaume Guizot	English
11952	A Popular History of France From The Earliest Times	Francois Pierre Guillaume Guizot	English
11953	A Popular History of France From The Earliest Times	Francois Pierre Guillaume Guizot	English
11954	A Popular History of France From The Earliest Times	Francois Pierre Guillaume Guizot	English
11955	A Popular History of France From The Earliest Times	Francois Pierre Guillaume Guizot	English
11956	A Popular History of France From The Earliest Times	Francois Pierre Guillaume Guizot	English
11957	The Wing-and-Wing	J. Fenimore Cooper	English
11958	Notes and Queries 1850.03.23	Various	English
11959	A Brief Memoir with Portions of the Diary, Letters, and Other Remains,	Eliza Southall	English
11960	The Desire of the Moth; and The Come On	Eugene Manlove Rhodes	English
11961	The Lords of the Wild	Joseph A. Altsheler	English
11962	A Mind That Found Itself	Clifford Whittingham Beers	English
11963	Punch, or the London Charivari, Vol. 156, June 4, 1919.	Various	English
11964	Histoire de la Revolution francaise, VII.	Adolphe Thiers	French
11965	Sex And Common-Sense	A. Maude Royden	English
11966	The Village Sunday School	John C. Symons	English
11967	Sanomalehtimiesajoiltani	Juhani Aho	Finnish
11968	Kansanlauluja	Elias Lönnrot	Finnish
11969	Duty, and other Irish Comedies	Seumas O'Brien	English
11970	Wife in Name Only	Charlotte M. Braeme (Bertha M. Clay)	English
11971	Dialstone Lane, Part 1.	W.W. Jacobs	English
11972	Dialstone Lane, Part 2.	W.W. Jacobs	English
11973	Dialstone Lane, Part 3.	W.W. Jacobs	English
11974	Dialstone Lane, Part 4.	W.W. Jacobs	English
11975	Dialstone Lane, Part 5.	W.W. Jacobs	English
11976	Dialstone Lane, Complete	W.W. Jacobs	English
11977	The United Empire Loyalists	W. Stewart Wallace	English
11978	Brave Tom	Edward S. Ellis	English
11979	The Diverting History of John Gilpin	William Cowper	English
11980	A Tramp's Sketches	Stephen Graham	English
11981	The World's Great Sermons, Volume I	Various	English
11982	Eighty Years And More; Reminiscences 1815-1897	Elizabeth Cady Stanton	English
11983	Poetic Sketches	Thomas Gent	English
11984	A Pluralistic Universe	William James	English
11985	Russian Lyrics	Translated by Martha Gilbert Dickinson Bianchi	English
11986	The Book of American Negro Poetry	Edited by James Weldon Johnson	English
11987	By Advice of Counsel	Arthur Train	English
11988	The Human Chord	Algernon Blackwood	English
11989	The Crime of the French Café and Other Stories	Nicholas Carter	English
11990	Shakespeare's Insomnia, And the Causes Thereof	Franklin H. Head	English
11991	Po-No-Kah	Mary Mapes Dodge	English
11992	A Residence in France During the Years 1792, 1793, 1794 and 1795,	An English Lady	English
11993	A Residence in France During the Years 1792, 1793, 1794 and 1795,	An English Lady	English
11994	A Residence in France During the Years 1792, 1793, 1794 and 1795,	An English Lady	English
11995	A Residence in France During the Years 1792, 1793, 1794 and 1795,	An English Lady	English
11996	A Residence in France During the Years 1792, 1793, 1794 and 1795,	An English Lady	English
11997	Crusoes of the Frozen North	Gordon Stables	English
11998	Sight to the Blind	Lucy Furman	English
11999	The Servant in the House	Charles Rann Kennedy	English
11	Alice's Adventures in Wonderland	Lewis Carroll	English
12	Through the Looking-Glass	Charles Dodgson, AKA Lewis Carroll	English
13	The Hunting of the Snark	Lewis Carroll	English
16	Peter Pan	James M. Barrie	English
17	The Book Of Mormon	Anonymous	English
19	The Song Of Hiawatha	Henry W. Longfellow	English
12000	A Walk from London to John O'Groat's	Elihu Burritt	English
12001	Studies in Literature	John Morley	English
12002	Review of the Work of Mr John Stuart Mill Entitled, 'Examination of Sir William Hamilton's Philosophy.'	George Grote	English
12003	Extaze	Louis Couperus	Dutch
12004	Essays on some unsettled Questions of Political Economy	John Stuart Mill	English
12005	Les Chants de Maldoror	Comte de Lautreamont	French
12006	A Handbook to Agra and the Taj	E. B. Havell	English
12007	Cousin Hatty's Hymns and Twilight Stories	Wm. Crosby And H.P. Nichols	English
12008	Geerten Basse	Lode Monteyne	Dutch
12009	Jean Jacques Rousseau	Henriette Roland Holst	Dutch
12010	The Fourth Dimensional Reaches of the Panama-Pacific International Exposition	Cora Lenore Williams	English
12011	Monsieur Parent	Guy de Maupassant	French
12012	Drei Gaugoettinnen	E. L. Rochholz	German
12013	My Year of the War	Frederick Palmer	English
12014	The Lives of the Poets of Great Britain and Ireland (1753)	Theophilus Cibber	English
12015	Love Under Fire	Randall Parrish	English
12016	The Merchant of Berlin	L Muehlbach	English
12017	The Mirror of Literature, Amusement, and Instruction--Volume 13	Various	English
12018	Notes and Queries 1850.02.23	Various	English
12019	Queen Hortense	L. Muehlbach	English
1200	Gargantua and Pantagruel, Complete.	Francois Rabelais	English
1202	Tales of Unrest	Joseph Conrad	English
1203	Dolly Dialogues	Anthony Hope	English
1204	Cabin Fever	B. M. Bower	English
1205	The Colour of Life	Alice Meynell	English
1206	Flying U Ranch	B. M. Bower	English
1207	Nada the Lily	H. Rider Haggard	English
1208	South Sea Tales	Jack London	English
12020	A Woman of the World	Ella Wheeler Wilcox	English
12021	Adopting An Abandoned Farm	Kate Sanborn	English
12022	A start in life	C. F. Dowsett	English
12023	Atlantic Monthly, Vol. XI., April, 1863, No. LXVI.	Various	English
12024	Bred in the Bone	James Payn	English
12025	English Prose	Frederick William Roe (edit. and select.)	English
12026	Poems New and Old	John Freeman	English
12027	Crime: Its Cause and Treatment	Clarence Darrow	English
12028	The Uttermost Farthing	R. Austin Freeman	English
12029	George Washington's Rules of Civility	Moncure D. Conway	English
12030	The Spectator, Volumes 1, 2 and 3	Joseph Addison and Richard Steele	English
12031	Collected Poems 1901-1918 in Two Volumes	Walter de la Mare	English
12032	Collected Poems 1901-1918 in Two Volumes	Walter de la Mare	English
12033	What's the Matter with Ireland?	Ruth Russell	English
12034	Knights of Malta, 1523-1798	R. Cohen	English
12035	Progressive Morality	Thomas Fowler	English
12036	Hygeia, a City of Health	Benjamin Ward Richardson	English
12037	The Wild Knight and Other Poems	Gilbert Chesterton	English
12038	Representative Plays by American Dramatists: 1856-1911:	Montrose J. Moses	English
12039	Beaumont & Fletcher's Works (1 of 10) - The Custom of the Country	Francis Beaumont and John Fletcher	English
12040	Beaumont & Fletcher's Works (2 of 10) - The Humourous Lieutenant	Francis Beaumont and John Fletcher	English
12041	The Shadow of the Cathedral	Vicente Blasco Ibanez	English
12042	The value of a praying mother	Isabel C. Byrum	English
12043	Punch, or the London Charivari, Vol. 153, August 1, 1917.	Various	English
12044	The Grimke Sisters	Catherine H. Birney	English
12045	Women in the fine arts, from the Seventh Century B.C. to the Twentieth Century A.D.	Clara Erskine Clement	English
12046	Narrative of a Survey of the Intertropical and Western Coasts of Australia] [Volume 2 of 2]	Phillip Parker King	English
12047	Legends of the Madonna	Mrs. Jameson	English
12048	Our Little Korean Cousin	H. Lee M. Pike	English
12049	Legal Status Of Women In Iowa	Jennie Lansley Wilson	English
12050	The Works of Samuel Johnson in Nine Volumes	Samuel Johnson	English
12051	Dick Sand	Jules Verne	English
12052	Half a Century	Jane Grey Cannon Swisshelm	English
12053	Gladius Dei; Schwere Stunde	Thomas Mann	German
12054	The Mirror of Literature, Amusement, and Instruction, No. 571	Various	English
